sep=,
"Data","Terceiro","Doc.","Nome [Clientes]","Vendedor","Família [Artigos]","Valor [Documentos GC Lin]"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"29-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","53,25"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","54,83"
"29-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","55"
"29-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","55"
"04-11-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","55,4"
"21-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","55,6"
"15-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","59,72"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","60"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","60"
"28-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","60"
"28-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","60"
"09-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"09-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","60,16"
"24-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","61"
"24-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","61"
"22-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","61,8"
"14-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","64,5"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","64,62"
"29-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","65,2"
"10-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","66,28"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","70,01"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","72,2"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","75"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","75"
"28-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","75"
"30-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","79"
"20-10-2025",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","83,07"
"11-12-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","84"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","85,52"
"26-03-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","85,7"
"30-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","85,95"
"09-04-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","87,5"
"11-02-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","SGS","88"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","90"
"03-06-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","90"
"20-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","90,5"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","94,08"
"06-01-2025",="1298","GTT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","100"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","100,56"
"30-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","101,32"
"06-02-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","101,32"
"12-02-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","GENERI","101,33"
"03-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","107,63"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","107,64"
"20-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","116"
"10-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ROHM","118"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","118,08"
"05-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","ACCUD","120"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ACCUD","120"
"10-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","121"
"10-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","125"
"11-12-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","126"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","127,99"
"22-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","128"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","129"
"12-06-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","132"
"12-06-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","132"
"12-06-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","132"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","132,03"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","133,44"
"10-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","136,87"
"31-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","141"
"17-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","141,5"
"02-02-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","143"
"12-02-2026",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","147,2"
"21-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","150"
"21-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","150"
"31-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","165"
"08-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NATSU","165"
"10-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","167,25"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OUTRO","168"
"28-11-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","180"
"02-04-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","CM","185,3"
"03-02-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","189"
"25-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","190,4"
"20-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","192,3"
"06-01-2025",="1298","GTT","VMSS TORNEIRO MECÂNICO, LDA.","OC","SGS","195"
"04-02-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","200"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OUTRO","202,44"
"20-11-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","225,4"
"20-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","232"
"28-11-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","240"
"10-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","BLUE-M","244,2"
"02-02-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","258"
"15-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","258,76"
"27-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","270"
"04-08-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","293"
"04-08-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","293"
"22-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","312"
"10-02-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","316,05"
"03-04-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","CM","375,4"
"10-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ROHM","424"
"01-04-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","510"
"20-11-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","528,5"
"11-04-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OUTRO","672,3"
"01-04-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","680"
"12-06-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","DALIAN","814"
"03-02-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","919,75"
"09-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","1033,9"
"10-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ROHM","1960"
"23-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ROHM","3620"
"23-10-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ROHM","3732"
"15-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","ARISTE","4100"
