sep=,
"Data","Terceiro","Doc.","Nome [Clientes]","Vendedor","Família [Artigos]","Valor [Documentos GC Lin]"
"17-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","0"
"17-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","0"
"17-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","0"
"19-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"28-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"28-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"28-03-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"06-05-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"04-06-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","KOMTAS","0"
"04-06-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","ROHM","0"
"30-06-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","0"
"30-06-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"30-06-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","0"
"30-06-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","0"
"08-08-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"23-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"23-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"29-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"29-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","0"
"29-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"29-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","0"
"29-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","NATSU","0"
"30-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","0"
"30-09-2025",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","0"
"06-01-2025",="1298","GTT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"06-02-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"06-02-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"16-10-2025",="1298","NFI","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"06-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","0"
"20-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"20-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"21-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"21-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OUTRO","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"22-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"27-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"27-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"03-02-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"26-02-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"26-02-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"26-02-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"26-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"26-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"26-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OUTRO","0"
"12-06-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"12-06-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","ACCUD","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"05-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"05-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","0"
"05-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"05-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","0"
"05-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","0"
"09-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"09-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"22-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"22-09-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"10-02-2026",="1298","DV","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"10-02-2026",="1298","DV","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-03-2026",="1298","DV","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-03-2026",="1298","DV","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"17-03-2026",="1298","DV","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"17-03-2026",="1298","DV","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"08-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"08-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","0"
"08-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","SMOXH","0"
"08-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","NATSU","0"
"14-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"19-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"19-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"22-01-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"02-02-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"02-02-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"25-03-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","0"
"06-04-2026",="1298","ENC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","0"
"08-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","SMOXH","0"
"08-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"08-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"14-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"29-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"02-02-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"10-03-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"26-03-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"09-04-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"19-01-2026",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"19-01-2026",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"19-01-2026",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"20-01-2026",="1298","GTR","VMSS TORNEIRO MECÂNICO, LDA.","OC","FERVI","0"
"10-02-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","0"
"10-02-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","BEMATO","0"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","BEMATO","0"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","0"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","","0"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","4,2"
"23-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","4,5"
"23-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","","4,5"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","7,6"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","7,6"
"17-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","8"
"23-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","8,4"
"23-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","8,4"
"29-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","9,8"
"04-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","12,5"
"17-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","12,5"
"19-11-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","12,5"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","12,9"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","12,9"
"10-04-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","16,2"
"10-04-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","16,2"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","16,27"
"30-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","17,1"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","17,1"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","17,1"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","17,1"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","17,1"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","17,64"
"03-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","18"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","18,1"
"03-06-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","18,1"
"10-03-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","18,1"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","18,9"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","18,92"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","19,8"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","20,75"
"16-10-2025",="1298","NFI","VMSS TORNEIRO MECÂNICO, LDA.","OC","","21,04"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","21,7"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","21,7"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","23,22"
"08-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","23,4"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","24,03"
"23-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","24,6"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","24,9"
"22-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","25,2"
"29-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","25,2"
"29-05-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","25,5"
"23-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","25,8"
"10-03-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","25,8"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","26,28"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","26,5"
"22-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","28"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","30,1"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","30,4"
"18-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","31,35"
"18-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","EROGLU","31,35"
"22-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","31,5"
"15-12-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","33"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","33,6"
"20-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NATSU","33,9"
"22-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","34"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","35,01"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","35,51"
"18-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","35,92"
"23-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","36,2"
"06-06-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","LH","36,8"
"14-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","38"
"14-01-2026",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","38"
"07-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","38,05"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","38,05"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","38,97"
"17-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","40,8"
"13-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","41,22"
"06-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","42,5"
"07-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","TIVOLY","42,5"
"20-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","42,6"
"13-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NUI","42,84"
"21-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","43,28"
"22-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","HTK","43,4"
"24-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","43,5"
"24-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","43,5"
"29-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","44,4"
"29-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","44,4"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","44,74"
"08-01-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","VOLKEL","45"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","45"
"28-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","45"
"28-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","45"
"30-09-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","NATSU","45"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","46,35"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","46,35"
"24-03-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OUTRO","48"
"03-10-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","48,74"
"17-10-2025",="1298","NC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSBORN","48,74"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","49,25"
"21-01-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","KENNA","49,36"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","49,43"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","49,43"
"09-04-2026",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","OSAWA","49,88"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"11-03-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"25-07-2025",="1298","FT","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
"24-07-2025",="1298","ORC","VMSS TORNEIRO MECÂNICO, LDA.","OC","YAMAWA","50"
