sep=,
"Data","Doc.","Artigo [Documentos GC Lin]","Descrição [Artigos]","Observ. [Artigos]","Quant [Documentos GC Lin]","Valor [Documentos GC Lin]","Desconto [Documentos GC Lin]","Família [Artigos]","Nome [Clientes]","Vendedor [Documentos GC Lin]"
"02-12-2025","ENC",="107915","BROCA HSS","138N 3,25 mm","3","3,9",="0","OSAWA","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="100261","BROCA CILINDRICA DIN338N","0 HSS 5,25mm","5","10,5",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="100248","BROCA CILINDRICA DIN338N","0 HSS 4,50mm","3","4,5",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="100328","BROCA CILINDRICA DIN338N","0 HSS 13,00mm","1","8,9",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="100222","BROCA CILINDRICA DIN338N","0 HSS 3,00mm","8","6,4",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="100325","BROCA CILINDRICA DIN338N","0 HSS 12,00mm","1","7,5",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="103140","MACHO MAN HSSGT","M 4,00x0.70 Jogo Prog  27330","1","19,6",="0","VOLKEL","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="119751","MACHO MAN HSSG DIN 352","M 5,00x0.80 Jogo Prog  27334","1","20,4",="0","VOLKEL","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"02-12-2025","ENC",="100214","BROCA CILINDRICA DIN338N","0 HSS 2,50mm","3","3,6",="0","OSBORN","CONTINENTAL MABOR INDÚSTRIA DE PNEUS, SA.","OC"
"07-03-2025","FT","","","","0","0",="0","","WOOD FIRST UNIPESSOAL LDA","HR"
"07-03-2025","FT","","","","0","0",="0","","WOOD FIRST UNIPESSOAL LDA","HR"
"07-03-2025","FT","G","KIT PROMOCIONAL","","1","0",="0","","WOOD FIRST UNIPESSOAL LDA","HR"
"07-03-2025","FT",="133026","CINTA SERRA","7800 34x1,1 3/4D EPIC GP","3","244,2",="0","SIMOND","WOOD FIRST UNIPESSOAL LDA","HR"
"07-03-2025","FT",="133026","CINTA SERRA","7800 34x1,1 3/4D EPIC GP","1","0",="0","SIMOND","WOOD FIRST UNIPESSOAL LDA","HR"
"07-03-2025","FT","","","","0","0",="0","","IPTE IBÉRIA AUTOMAÇÃO INDUSTRIAL, LDA","OC"
"07-03-2025","FT",="113412","BROCA PONTEAR TUNGS S/REVEST.","460 LH2NCA080 8,0mm 90º","5","88,35",="5","LH","IPTE IBÉRIA AUTOMAÇÃO INDUSTRIAL, LDA","OC"
"13-05-2025","FT",="120063","BROCA MD 5xD","355PU 6 mm","1","29,6",="0","OSAWA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"13-05-2025","FT",="129230","MACHO HSS DIN371 ISO2(6H)","M 8,00x1.25 Helic  (SP-VA)","2","31,44",="45","YAMAWA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"13-05-2025","FT",="130240","MACHO HSS DIN371 ISO2X","M 8,00x1.25 SP (PO-VA)","12","183,74",="45","YAMAWA","ENGENHOTEC-ENG. PROD. E PROTOTIPAGEM, LDA","VT"
"01-07-2025","FT",="103266","BICO REDONDO","82043 1/4" C/Furo 3,2mm","1","1,6",="0","JETON","ANTÓNIO MARQUES RODRIGUES, SA","DB"
"01-07-2025","FT",="100884","CHAVE P/SEXT INT","1995 M 4,00mm","9","7,2",="0","BAHCO","ANTÓNIO MARQUES RODRIGUES, SA","DB"
"01-07-2025","FT",="103273","ELEMENTO-SEGMENTO 1/4",="82071","69","27,6",="0","JETON","ANTÓNIO MARQUES RODRIGUES, SA","DB"
"01-07-2025","FT",="103293","REGULADOR FLUXO S/ROSCA 1/4",="82732","1","5,95",="0","JETON","ANTÓNIO MARQUES RODRIGUES, SA","DB"
"03-01-2025","ORC",="115768","PINÇA SELADA","ZY-30002  ER40C 12mm","1","65,5",="0","HTK","CLIENTE 3000","AB"
"03-01-2025","ORC",="109577","PORTA PINÇAS","ERSK30 AD ER 32 (2-20)-70","1","54,5",="0","EROGLU","CLIENTE 3000","AB"
"03-01-2025","ORC","PP","Portes grátis em compras acima de 100€","","1","0",="0",="0","CLIENTE 3000","AB"
"07-01-2025","ORC",="132832","PLAQUETE","KTFST10900HPLM KCMS15","1","86,25",="25","KENNA","INDUSTRIAS METALICAS VENEPORTE SA","AB"
"23-01-2025","ORC","SC2","PLAQUETE","PLAQUETE","1","10,5",="0","","NVA TECHNOLOGY, LDA.","OC"
"23-01-2025","ORC",="114209","FRESA","ST90 AP10 D20 W20 L120 Z03","1","0",="0","SMOXH","NVA TECHNOLOGY, LDA.","OC"
"23-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","NVA TECHNOLOGY, LDA.","OC"
"23-01-2025","ORC",="131491","PLAQUETE","APKT 100308PDER MG CM6233","30","165",="0","NATSU","NVA TECHNOLOGY, LDA.","OC"
"23-01-2025","ORC","","","","0","0",="0","","NVA TECHNOLOGY, LDA.","OC"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC",="119923","BROCA","KSEM220R3WN25M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="119499","BROCA","KSEM220R5WN25M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="119913","BROCA","KSEM260R5WN32M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC","SC2","PLAQUETE","PLAQUETE","9","664,2",="25","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC2","PLAQUETE","PLAQUETE","5","369",="25","","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC1","BROCA PASTILHA K","BROCA PASTILHA K","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC1","BROCA PASTILHA K","BROCA PASTILHA K","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC",="121226","PLAQUETE","KSEM1400HPGM KCPM45","9","910,35",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="121226","PLAQUETE","KSEM1400HPGM KCPM45","5","505,75",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC",="119498","BROCA","KSEM180R3WN20M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="127738","PLAQUETE","KSEM2600HPGM KCPM45","9","1537,2",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="127738","PLAQUETE","KSEM2600HPGM KCPM45","5","854",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC","SC17","ROHM","CINTA SERRA","4","340",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC17","ROHM","CINTA SERRA","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC17","ROHM","CINTA SERRA","4","340",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC17","ROHM","CINTA SERRA","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC17","ROHM","CINTA SERRA","4","340",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","SC17","ROHM","CINTA SERRA","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC",="120841","PLAQUETE","KSEM1800HPGM KCPM45","9","1146,6",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="120841","PLAQUETE","KSEM1800HPGM KCPM45","5","637",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="119911","BROCA","KSEM180R5WN20M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="123352","PLAQUETE","KSEM2200HPGM KCPM45","9","1291,5",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="123352","PLAQUETE","KSEM2200HPGM KCPM45","5","717,5",="30","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC",="123283","BROCA","KSEM260R3WN32M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC",="121225","BROCA","KSEM140R3WN16M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC",="122351","BROCA","KSEM140R5WN16M","1","0",="0","KENNA","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"27-01-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CLIENTE 3000","AB"
"10-02-2025","ORC",="111931","MAQUINA AFIAR BROCAS","DM 213 2-13mm","1","776",="0","LI-HSU","ELECTROFER II, CONSTRUÇÕES METÁLICAS, LDA.","FL"
"20-02-2025","ORC",="122403","PRATO MAGNÉTICO","P 078 1525 150/250","1","461,16",="10","FERVI","ARCADEMA MÁQUINAS INDUSTRIAIS, LDA.","OC"
"20-02-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"20-02-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"20-02-2025","ORC","","","","0","0",="0","","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"20-02-2025","ORC",="132794","CINTA SERRA","2360 20x0,9 4/6D EPIC GP","4","84,4",="0","SIMOND","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"20-02-2025","ORC",="132794","CINTA SERRA","2360 20x0,9 4/6D EPIC GP","1","0",="0","SIMOND","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"20-02-2025","ORC",="133043","CINTA SERRA","2450 27x0,9 3/4D EPIC GP","4","95,2",="0","SIMOND","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"20-02-2025","ORC",="133043","CINTA SERRA","2450 27x0,9 3/4D EPIC GP","1","0",="0","SIMOND","MOLDAMIRCO METALO. MOLDES FERRAMENTAS.,LDA.","OC"
"21-02-2025","ORC","SC","Art 0235 KENNON","","1","223,2",="0","","ABER HYDRAULICS, S.A.","VT"
"21-02-2025","ORC","SC","Art 0235 KENNON","","1","250,7",="0","","ABER HYDRAULICS, S.A.","VT"
"06-03-2025","ORC",="133026","CINTA SERRA","7800 34x1,1 3/4D EPIC GP","10","814",="0","SIMOND","WOOD FIRST UNIPESSOAL LDA","HR"
"06-03-2025","ORC",="133026","CINTA SERRA","7800 34x1,1 3/4D EPIC GP","2","0",="0","SIMOND","WOOD FIRST UNIPESSOAL LDA","HR"
"06-03-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","WOOD FIRST UNIPESSOAL LDA","HR"
"06-03-2025","ORC","","","","0","0",="0","","WOOD FIRST UNIPESSOAL LDA","HR"
"13-03-2025","ORC",="133840","KIT ROSCAGEM + BROCA","3 M8,00x1.25 Helic. (SP-VA) + BROCA","6","360",="0","YAMAWA","SULIMET, LDA.","VT"
"13-03-2025","ORC",="133836","KIT ROSCAGEM + BROCA","3 M5,00x0.80 Helic. (SP-VA) + BROCA","6","300",="0","YAMAWA","SULIMET, LDA.","VT"
"13-03-2025","ORC",="133838","KIT ROSCAGEM + BROCA","3 M6,00x1,00 Helic. (SP-VA) + BROCA","6","300",="0","YAMAWA","SULIMET, LDA.","VT"
"28-03-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","IRMALEX - CENTRO DE SERVIÇOES SIDERÚRGICOS, SA","DB"
"28-03-2025","ORC","SIMONDS","artigo especial","","4","105,2",="0","SIMOND","IRMALEX - CENTRO DE SERVIÇOES SIDERÚRGICOS, SA","DB"
"28-03-2025","ORC","SIMONDS","artigo especial","","1","0",="0","SIMOND","IRMALEX - CENTRO DE SERVIÇOES SIDERÚRGICOS, SA","DB"
"02-04-2025","ORC",="119365","ESQUADRO BASE EM T DIN875/2","Nr 0372 107 300/175mm","1","44,9",="0","HELIOS","LOPES & CALDAS - ENGENHARIA LDA","DB"
"02-04-2025","ORC","SC","Art 0235 KENNON","","1","21,2",="0","","LOPES & CALDAS - ENGENHARIA LDA","DB"
"02-04-2025","ORC",="110194","ESQUADRO CENTROS AÇO CROMADO stk","Nr 0380 105 200x150mm","1","96",="0","HELIOS","LOPES & CALDAS - ENGENHARIA LDA","DB"
"04-06-2025","ORC",="127867","PLAQUETE","EC030M03N00CL02 KCU25","40","351",="25","KENNA","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="115500","TIRANTE","BT40 D=19 M16 L=54 Okuma/Maki d1=7","2","19",="0","EROGLU","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="113286","FRESA TUNGS 4N CURTA RAIO NACO","4NACO 120-05 J 12,00mm R0.5","2","117",="0","LH","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="117363","MORDENTE P/PRENSA MSR","6684 175mm Móvel","1","89,8",="0","ROHM","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="115854","SUPORTE","EVSMR2525M0326C","1","195,5",="0","KENNA","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="120205","BROCA TUNGS 5xD C/REFRIG. UNIVERSAL","355 HPU 5,00mm PV200","2","71,4",="25","OSAWA","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="120013","BROCA MD 3xD RI","353HPU 8,5 mm","2","85,95",="25","OSAWA","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="122920","BROCA MD 5xD RI","355HPU 4,2 mm","3","107,1",="25","OSAWA","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="113412","BROCA PONTEAR TUNGS S/REVEST.","460 LH2NCA080 8,0mm 90º","2","37,2",="0","LH","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="131351","CONE P/ FRESAS  CAT40 25-90 WELDON","DIN69871.A40x25-90","1","37,9",="0","HTK","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="120433","BROCA MD 3xD","353PU 3 mm","2","39,75",="25","OSAWA","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC",="117364","MORDENTE P/PRENSA MSR","6687 175mm Fixo","1","89,8",="0","ROHM","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC","","","","0","0",="0","","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC","","","","0","0",="0","","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"04-06-2025","ORC","","","","0","0",="0","","ZIPOR EQUIPAMENTOS TECNOLOGIA INDUSTRIAL, SA.","OC"
"05-06-2025","ORC",="131577","MICROMETRO 3 CONTACTOS C/CALIBRE","362 012 01 75-88mm 0,005","1","483,9",="0","ACCUD","ELIAS BARROS UNIPESSOAL LDA","OC"
"05-06-2025","ORC",="116424","PAQUÍMETRO DIG INOX DIN862 IP67","Nr 1326 418 200mm 0,01","240","60960",="0","HELIOS","ELIAS BARROS UNIPESSOAL LDA","OC"
"05-06-2025","ORC","","","","0","0",="0","","ELIAS BARROS UNIPESSOAL LDA","OC"
"25-06-2025","ORC",="122733","PLAQUETE","CCMT 060204MP CM6125","0","0",="0","NATSU","IVO-CUTELARIAS, S.A","FL"
"14-07-2025","ORC",="132247","PLAQUETE","TNMG220404FP KCU10B","10","135,2",="35","KENNA","COVILÃN LANEIRA DA COVILHÃ, SA.","HR"
"14-07-2025","ORC",="132947","SUPORTE TORNO INT","S25S SVJBR-16","1","66",="0","SMOXH","COVILÃN LANEIRA DA COVILHÃ, SA.","HR"
"14-07-2025","ORC",="119109","PLAQUETE","VBMT 160404LF KCP25B  5413292","10","140,85",="35","KENNA","COVILÃN LANEIRA DA COVILHÃ, SA.","HR"
"08-09-2025","ORC","P","Portes","Portes","1","4,5",="0","","ATENA AUTOMAÇÃO INDUSTRIAL, LDA.","HR"
"08-09-2025","ORC",="115098","MANDRIL MÁQ ENC/0 TUNGS DIN212D","15660 5,00mm MD","1","56,4",="0","NUI","ATENA AUTOMAÇÃO INDUSTRIAL, LDA.","HR"
"09-10-2025","ORC",="125687","PLAQUETE","JOMT08T208ERLF KC720M","5","71,18",="35","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"09-10-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","METALÚRGICA DO FOJO, LDA.","DB"
"09-10-2025","ORC",="122144","BROCA","KSEM130R5WN16M","1","0",="0","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"09-10-2025","ORC",="132978","FRESA","KDMR16S16","1","230,75",="35","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"09-10-2025","ORC",="122145","PLAQUETE","KSEM1300HPGM KC7315","5","491,74",="30","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"09-10-2025","ORC","","","","0","0",="0","","METALÚRGICA DO FOJO, LDA.","DB"
"09-10-2025","ORC",="125683","PLAQUETE","GOMT08T208ERLD KC720M","5","71,18",="35","KENNA","METALÚRGICA DO FOJO, LDA.","DB"
"14-10-2025","ORC",="133356","FRESA","GOPR4CH1200L051HAM KCU20","72","4995",="25","KENNA","VINCO VALVULAS, SA","OC"
"20-10-2025","ORC",="107460","CONE P/ ROCAS","SK40 AD/B Ø27-160","3","369",="0","EROGLU","ABER HYDRAULICS, S.A.","VT"
"28-10-2025","ORC",="100449","BROCA ENC/C MORSE DIN345","CM HSS 19,00mm","1","40,5",="0","OSBORN","JOCAR FÁBRICA MÁQ. JOSÉ OLIVEIRA CARLOS & FºS.,LDA","OC"
"28-10-2025","ORC","P","Portes","Portes","1","4,5",="0","","JOCAR FÁBRICA MÁQ. JOSÉ OLIVEIRA CARLOS & FºS.,LDA","OC"
"07-11-2025","ORC","P","Portes","Portes","1","4,5",="0","","ÁLVARO FARIA, LDA.","DB"
"07-11-2025","ORC",="129319","ALICATE CORTE FRONTAL","527 GC 200","1","39,3",="0","BAHCO","ÁLVARO FARIA, LDA.","DB"
"26-11-2025","ORC","P","Portes","Portes","1","4,5",="0","","CARLOS ALBERTO & FILHOS, LDA.","OC"
"26-11-2025","ORC",="111469","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR010-02-12 ALTIN 1,00mm R0.","1","13,3",="0","LH","CARLOS ALBERTO & FILHOS, LDA.","OC"
"26-11-2025","ORC",="111729","FRESA TUNGS 2N CURTA BOL C/PESC.","460 LH2BR010-12 ALTIN 1,00mm","1","12,2",="0","LH","CARLOS ALBERTO & FILHOS, LDA.","OC"
"04-12-2025","ORC",="119794","PRENSA MAN P/MAQUINA FURAR","BMS 3 120x110  863423","1","85,41",="10","ROHM","SERMEC II IND., COMÉRCIO SERVIÇOS, SA","VT"
"21-01-2026","ENC",="111932","MAQUINA AFIAR BROCAS","DM 1226 12-26mm","1","1714",="0","LI-HSU","JOEL SILVA METAL, LDA","HR"
"05-02-2026","ENC","P","Portes","Portes","1","4,5",="0","","ROLFAFE EQUIPAMENTOS INDUSTRIAIS, LDA.","AB"
"05-02-2026","ENC","","","","0","0",="0","","ROLFAFE EQUIPAMENTOS INDUSTRIAIS, LDA.","AB"
"05-02-2026","ENC",="109148","DUROMETRO","D 007A 0/100","1","56,98",="20","FERVI","ROLFAFE EQUIPAMENTOS INDUSTRIAIS, LDA.","AB"
"09-02-2026","ENC",="100275","BROCA CILINDRICA DIN338N","0 HSS 6,40mm","10","22",="0","OSBORN","ANTÓNIO CUNHA LEITE, LDA.","DB"
"09-02-2026","ENC",="111465","FRESA TUNGS 4N NAV LONGA","460 LH4EMA080 ALTIN 8,00mm","5","165",="0","LH","ANTÓNIO CUNHA LEITE, LDA.","DB"
"11-02-2026","ENC","P","Portes","Portes","0","0",="0","","AF AZEVEDOS - INDUSTRIA S A","OC"
"11-02-2026","ENC",="118298","MACHO MAN HSS ISO529","M 10,00x1.25 Jogo 1050031","0","0",="0","TIVOLY","AF AZEVEDOS - INDUSTRIA S A","OC"
"19-02-2026","ENC",="102991","LIMA PARALELA",="1 100 08 1 0","1","5,35",="23","BAHCO","MARTINS ANASTACIO, LDA.","AB"
"19-02-2026","ENC",="102913","LIMA PARALELA",="1 100 08 3 0","1","5,84",="23","BAHCO","MARTINS ANASTACIO, LDA.","AB"
"19-02-2026","ENC","","","","0","0",="0","","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"19-02-2026","ENC","P","Portes","Portes","1","4,5",="0","","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"19-02-2026","ENC",="131440","BROCA MD 12xD RI MINI","3512SUH 2,5 mm","1","71,7",="0","OSAWA","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"13-03-2026","ENC",="110350","FRESA TUNGS 4N CURTA","460 LH4EM050 ALTIN 5,00mm","1","10,8",="0","LH","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"13-03-2026","ENC",="129226","MACHO HSS DIN371 ISO2(6H)","M 5,00x0.80 Helic  (SP-VA)","1","12,88",="45","YAMAWA","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"13-03-2026","ENC",="129228","MACHO HSS DIN371 ISO2(6H)","M 6,00x1.00 Helic  (SP-VA)","1","13",="45","YAMAWA","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"13-03-2026","ENC",="129232","MACHO HSS DIN371 ISO2(6H)","M 10,00x1.50 Helic  (SP-VA)","1","18,8",="45","YAMAWA","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"13-03-2026","ENC","P","Portes","Portes","1","4,5",="0","","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"16-03-2026","ENC","G","KIT PROMOCIONAL","","1","260",="0","","TORCAMES, LDA","HR"
"16-03-2026","ENC",="130240","MACHO HSS DIN371 ISO2X","M 8,00x1.25 SP (PO-VA)","6","0",="0","YAMAWA","TORCAMES, LDA","HR"
"16-03-2026","ENC",="142998","BROCA MD 3xD WELD.","373GA 6,8 mm","6","0",="0","OSAWA","TORCAMES, LDA","HR"
"23-03-2026","ENC",="123394","PLAQUETE","TNMG160408FN KCK05","10","93,93",="35","KENNA","JOSÉ MARIA RAMALHO SILVA, LDA.","VT"
"24-03-2026","ENC",="103773","MÓ DIAMANTADA","12A2/45/AS 100x6x3x25x20 126W75RR7","1","168,7",="0","CAFRO","ANTÓNIO MARQUES RODRIGUES, SA","DB"
"24-03-2026","ENC",="102787","MACHO MAN HSSEE ASP23 ISOR529 6H","M 6,00x1.00 Jogo INOX  950103","1","31,5",="0","TIVOLY","ANTÓNIO MARQUES RODRIGUES, SA","DB"
"13-04-2026","ENC",="117583","FRESA MD 4N","G2CS4 16 mm","2","164,8",="0","OSAWA","MTA METALÚRGICA PRECISÃO AVEIRENSE, LDA.","HR"
"13-04-2026","ENC",="117580","FRESA MD 4N","G2CS4 10 mm","2","64,8",="0","OSAWA","MTA METALÚRGICA PRECISÃO AVEIRENSE, LDA.","HR"
"13-04-2026","ENC",="116553","FRESA MD 4N","G2CS4 12 mm","2","89",="0","OSAWA","MTA METALÚRGICA PRECISÃO AVEIRENSE, LDA.","HR"
"13-04-2026","ENC","P","Portes","Portes","1","4,5",="0","","METALÚRGICA ANTÓNIO AZEVEDO, LDA.","FL"
"13-04-2026","ENC",="106542","PONTEIRA CURTA",="80 362 00","1","40,1",="0","HAIMER","METALÚRGICA ANTÓNIO AZEVEDO, LDA.","FL"
"15-04-2026","ENC",="111904","FRESA TUNGS 4N CURTA RAIO","460 LH4MR020-05 ALTIN 2,00mm R0.5","3","39",="0","LH","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"15-04-2026","ENC",="111341","FRESA TUNGS 4N CURTA RAIO","460 LH4MR120-10 ALTIN 12,00mm R1.0","1","56,3",="0","LH","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"15-04-2026","ENC","P","Portes","Portes","1","4,5",="0","","SERMOCOL - SERRALHARIA DE MOLDES, CUNHOS E CORTANTES, LDA","HR"
"15-04-2026","ENC",="146742","ESCOVA DE NYLON","FC 2313 #320 Enc.3mm Jogo 5pcs","60","2736",="0","MINIMO","OLYMPUS MEDICAL PRODUCTS PORTUGAL UNIPESSOAL LDA","HR"
"15-04-2026","ENC","","","","0","0",="0","","NUNO MIGUEL MATOS OLIVEIRA","HR"
"15-04-2026","ENC",="146456","CINTA SERRA","4090 27x0,9 3/4D EPIC GP","3","118,5",="0","SIMOND","NUNO MIGUEL MATOS OLIVEIRA","HR"
"15-04-2026","ENC",="194262","CINTA SERRA","4090 27x0,9 4/6D EPIC GP","2","79",="0","SIMOND","NUNO MIGUEL MATOS OLIVEIRA","HR"
"15-04-2026","ENC",="194262","CINTA SERRA","4090 27x0,9 4/6D EPIC GP","1","0",="0","SIMOND","NUNO MIGUEL MATOS OLIVEIRA","HR"
"15-04-2026","ENC","G","KIT PROMOCIONAL","","1","0",="0","","NUNO MIGUEL MATOS OLIVEIRA","HR"
